StudentCode,MCRCourseCode,UCASCourseCode,AcademicYear,ProgrammeOfStudy,Route,FeeStatusCode,FeeStatus,DateCreated,CycleOfApplication
201940733,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,26/01/2022,2022
201941916,UGNURLXFU01,B761,2022/23,BSc,Nursing (Learning Disability),H,Home,10/01/2022,2022
201942001,UGNURMXFU01,B760,2022/23,BSc,Nursing (Mental Health),H,Home,10/01/2022,2022
201942001,UGNURLXFU01,B761,2022/23,BSc,Nursing (Learning Disability),H,Home,10/01/2022,2022
201942123,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,01/02/2022,2022
201942133,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,16/04/2022,2022
201942429,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,20/01/2021,2021
201942467,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,17/12/2021,2022
201942497,UGSOCWXFU01,L500,2022/23,BA,Social Work,H,Home,27/01/2022,2022
201942498,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),Q,Query,29/01/2021,2021
201942504,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,17/12/2021,2022
201942506,UGSOCWXFU01,L500,2022/23,BA,Social Work,H,Home,28/01/2022,2022
201942648,UGSOCWXFU01,L500,2022/23,BA,Social Work,H,Home,26/01/2022,2022
201942852,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,08/01/2022,2022
201942854,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,28/01/2022,2022
201942975,UGSOCWXFU01,L500,2022/23,BA,Social Work,H,Home,06/03/2021,2021
201942975,FDPRPEXFU01,X313,2022/23,FdEd,Professional Practice in Early Years 0-8,H,Home,07/04/2022,2022
201942978,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,27/01/2022,2022
201942978,UGNURMXFU01,B760,2022/23,BSc,Nursing (Mental Health),H,Home,01/05/2022,2022
201942993,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,02/12/2021,2022
201943000,UGMIDWXFU01,B720,2022/23,BSc,Midwifery,H,Home,21/10/2021,2022
201943011,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,27/01/2022,2022
201943013,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,16/11/2020,2021
201943048,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,11/05/2022,2022
202000079,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,H,Home,21/10/2021,2022
202000114,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,H,Home,21/10/2021,2022
202000264,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,Q,Query,21/10/2021,2022
202000431,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,H,Home,21/10/2021,2022
202000437,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,04/12/2021,2022
202000743,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,Q,Query,21/10/2021,2022
202000837,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,H,Home,21/10/2021,2022
202000898,UGMBBSFFU01,A101,2022/23,MB BS,Medicine,Q,Query,21/10/2021,2022
202000951,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,26/01/2022,2022
202001073,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,H,Home,21/10/2021,2022
202001195,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,H,Home,21/10/2021,2022
202001196,UGMBBSFFU01,A101,2022/23,MB BS,Medicine,Q,Query,21/10/2021,2022
202001361,UGBIOMXFU01,BC99,2022/23,BSc,Biomedical Science,H,Home,21/10/2021,2022
202001364,UGMBBSFFU01,A101,2022/23,MB BS,Medicine,H,Home,21/10/2021,2022
202001528,UGMBBSFFU01,A101,2022/23,MB BS,Medicine,H,Home,21/10/2021,2022
202001569,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,H,Home,21/10/2021,2022
202001750,UGMBBSFFU01,A101,2022/23,MB BS,Medicine,H,Home,21/10/2021,2022
202003941,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,12/01/2022,2022
202003941,UGMIDWXFU01,B720,2022/23,BSc,Midwifery,H,Home,12/01/2022,2022
202003941,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,12/01/2022,2022
202004306,UGMIDWXFU01,B720,2022/23,BSc,Midwifery,H,Home,26/01/2021,2021
202005059,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,21/10/2021,2022
202005196,UGMIDWXFU01,B720,2022/23,BSc,Midwifery,H,Home,08/12/2021,2022
202005372,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,26/01/2022,2022
202005541,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,21/10/2021,2022
202005571,UGEACSXFU01,X312,2022/23,BA,Early Childhood Studies,H,Home,26/01/2022,2022
202005791,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,20/10/2021,2022
202005862,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,26/01/2022,2022
202006082,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,13/01/2022,2022
202006100,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,01/12/2020,2021
202006488,UGPRITXFU01,X120,2022/23,BA,Primary Teaching,H,Home,26/01/2022,2022
202006522,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,28/01/2022,2022
202006581,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,04/12/2019,2020
202006643,UGGADEXFU01,W291,2022/23,BA,Game Design,H,Home,26/01/2022,2022
202006744,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),Q,Query,22/03/2022,2022
202006769,UGNURMXFU01,B760,2022/23,BSc,Nursing (Mental Health),H,Home,13/04/2022,2022
202006886,UGPSYCFFU01,C802,2022/23,BSc,Psychology,H,Home,12/01/2022,2022
202007089,UGZOOLXFU01,C300,2022/23,BSc,Zoology,Q,Query,21/10/2021,2022
202007089,UGZOOLFFU01,C301,2022/23,BSc,Zoology,Q,Query,21/10/2021,2022
202007188,UGBSGEXFU01,F800,2022/23,BSc,Geography,H,Home,21/01/2021,2021
202007188,UGENSCXFU01,F751,2022/23,BSc,Environmental Science,H,Home,21/01/2021,2021
202007459,UGZOOLXFU01,C300,2022/23,BSc,Zoology,H,Home,21/10/2021,2022
202007754,UGACFMXFU01,NN43,2022/23,BSc,Accounting and Financial Management,H,Home,12/04/2022,2022
202007877,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,26/01/2022,2022
202007967,UGZOOLFFU01,C301,2022/23,BSc,Zoology,H,Home,12/01/2022,2022
202008080,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,13/12/2021,2022
202008091,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),Q,Query,02/03/2022,2022
202008225,UGODPRXFU01,B990,2022/23,BSc,Operating Department Practice,H,Home,17/12/2019,2020
202008241,UGCRIMXFU01,M930,2022/23,BA,Criminology,H,Home,01/03/2022,2022
202008371,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,13/12/2021,2022
202008604,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,09/12/2021,2022
202008604,UGNURCXFU01,B730,2022/23,BSc,Nursing (Child),H,Home,09/12/2021,2022
202008782,UGMEPRXFU01,W374,2022/23,BA,Media Production,H,Home,15/12/2021,2022
202008806,UGCRPSXFU01,M9C8,2022/23,BA,Criminology with Psychology,H,Home,15/12/2021,2022
202008874,UGNURCXFU01,B730,2022/23,BSc,Nursing (Child),Q,Query,21/12/2021,2022
202008915,UGLAWXXFU01,M100,2022/23,LLB,Law,H,Home,04/08/2021,2021
202008966,UGZOOLFFU01,C301,2022/23,BSc,Zoology,H,Home,26/01/2022,2022
202009189,UGPRITXFU01,X120,2022/23,BA,Primary Teaching,H,Home,10/12/2021,2022
202009268,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),Q,Query,25/11/2021,2022
202009442,UGPRITXFU01,X120,2022/23,BA,Primary Teaching,H,Home,26/01/2022,2022
202009477,UGNURCXFU01,B730,2022/23,BSc,Nursing (Child),H,Home,21/10/2021,2022
202009687,UGMIDWXFU01,B720,2022/23,BSc,Midwifery,H,Home,17/11/2021,2022
202009693,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,26/01/2022,2022
202010183,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),Q,Query,21/10/2021,2022
202010327,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,26/01/2022,2022
202010387,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,26/01/2022,2022
202010447,UGBIOMFFU01,BC9Y,2022/23,BSc,Biomedical Science,H,Home,26/01/2022,2022
202010447,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,26/01/2022,2022
202010447,UGNURCXFU01,B730,2022/23,BSc,Nursing (Child),H,Home,26/01/2022,2022
202010604,UGNURMXFU01,B760,2022/23,BSc,Nursing (Mental Health),H,Home,12/05/2021,2021
202010604,UGNURMXFU01,B760,2022/23,BSc,Nursing (Mental Health),H,Home,14/04/2022,2022
202010700,UGODPRXFU01,B990,2022/23,BSc,Operating Department Practice,H,Home,14/12/2021,2022
202010795,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,01/02/2022,2022
202010829,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,21/10/2021,2022
202011503,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,26/01/2022,2022
202011572,UGINREXFU01,L290,2022/23,BA,Politics and International Relations,H,Home,02/12/2021,2022
202011572,UGPOLTFFU01,L201,2022/23,BA,Politics,H,Home,02/12/2021,2022
202011729,UGESUSFFU01,X322,2022/23,BA,Education Studies,H,Home,13/01/2022,2022
202011729,UGWCYPXFU01,L591,2022/23,BA,"Working with Children, Young People and Families",H,Home,13/01/2022,2022
202011729,UGEACSXFU01,X312,2022/23,BA,Early Childhood Studies,H,Home,02/02/2022,2022
202011729,UGCRIMFFU01,M931,2022/23,BA,Criminology,H,Home,02/02/2022,2022
202011883,UGMATHXFU01,G100,2022/23,BSc,Mathematics,H,Home,26/01/2022,2022
202011907,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,30/12/2021,2022
202012145,UGSAENXFU01,C613,2022/23,BSc,Sport and Exercise Nutrition,Q,Query,01/03/2022,2022
202012145,UGSAESXFU01,C610,2022/23,BSc,Sport and Exercise Science,Q,Query,01/03/2022,2022
202012145,UGSCPSXFU01,CB69,2022/23,BSc,Sports Coaching and Performance Science,Q,Query,01/03/2022,2022
202012538,UGMUPEXFU01,W303,2022/23,BA,Music (Performance),H,Home,18/01/2022,2022
202012538,UGMESTXFU01,P306,2022/23,BA,Media Studies,H,Home,18/01/2022,2022
202012538,UGSCPSXFU01,CB69,2022/23,BSc,Sports Coaching and Performance Science,H,Home,18/01/2022,2022
202012538,UGSPREXFU01,C602,2022/23,BSc,Sport Rehabilitation,H,Home,18/01/2022,2022
202012538,UGDRMAXFU01,W400,2022/23,BA,Drama and Theatre Practice,H,Home,18/01/2022,2022
202012584,UGMEPRXFU01,W374,2022/23,BA,Media Production,H,Home,11/01/2022,2022
202012584,UGCRIMXFU01,M930,2022/23,BA,Criminology,H,Home,11/01/2022,2022
202012738,UGESUSFFU01,X322,2022/23,BA,Education Studies,H,Home,14/01/2021,2021
202012738,UGZOOLFFU01,C301,2022/23,BSc,Zoology,H,Home,14/01/2021,2021
202012898,UGMIDWXFU01,B720,2022/23,BSc,Midwifery,H,Home,10/12/2021,2022
202012914,PMSOCWXFU01,L508,2022/23,MA,Social Work,Q,Query,27/01/2022,2022
202012985,UGZOOLXFU01,C300,2022/23,BSc,Zoology,H,Home,16/01/2020,2020
202012998,UGLAWXXFU01,M100,2022/23,LLB,Law,H,Home,18/01/2022,2022
202013192,UGSOCWXFU01,L500,2022/23,BA,Social Work,H,Home,11/05/2022,2022
202013492,UGNURMXFU01,B760,2022/23,BSc,Nursing (Mental Health),H,Home,16/02/2022,2022
202013598,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,19/12/2021,2022
202013807,UGNURMXFU01,B760,2022/23,BSc,Nursing (Mental Health),H,Home,21/03/2022,2022
202013807,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,21/03/2022,2022
202013856,UGBUSMXFU01,N100,2022/23,BA,Business Management,O,Overseas,26/01/2022,2022
202014335,UGHISTXFU01,V100,2022/23,BA,History,H,Home,26/01/2022,2022
202014729,UGMIDWXFU01,B720,2022/23,BSc,Midwifery,H,Home,26/01/2022,2022
202015745,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,14/10/2020,2021
202016178,UGECECXFU01,X320,2022/23,BA,Early Childhood Education and Care,H,Home,06/02/2022,2022
202016264,UGNURMXFU01,B760,2022/23,BSc,Nursing (Mental Health),Q,Query,27/04/2022,2022
202016333,UGCRIMFFU01,M931,2022/23,BA,Criminology,H,Home,17/11/2020,2021
202017165,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,21/10/2021,2022
202017165,UGMIDWXFU01,B720,2022/23,BSc,Midwifery,H,Home,21/10/2021,2022
202017165,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,H,Home,21/10/2021,2022
202017726,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,H,Home,21/10/2021,2022
202017735,UGECECXFU01,X320,2022/23,BA,Early Childhood Education and Care,H,Home,10/02/2022,2022
202017931,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),O,Overseas,01/02/2022,2022
202018385,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,12/11/2021,2022
202018916,UGEDEYXFU01,X321,2022/23,BEd,Education and Early Years,H,Home,09/02/2022,2022
202018916,UGECECXFU01,X320,2022/23,BA,Early Childhood Education and Care,H,Home,09/02/2022,2022
202018924,UGECECXFU01,X320,2022/23,BA,Early Childhood Education and Care,H,Home,01/02/2022,2022
202040011,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,27/01/2022,2022
202040012,UGNURMXFU01,B760,2022/23,BSc,Nursing (Mental Health),H,Home,29/01/2021,2021
202040022,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,10/12/2021,2022
202040038,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,20/10/2020,2021
202040042,UGMIDWXFU01,B720,2022/23,BSc,Midwifery,H,Home,08/01/2021,2021
202040049,UGNURMXFU01,B760,2022/23,BSc,Nursing (Mental Health),H,Home,05/11/2020,2021
202040052,UGODPRXFU01,B990,2022/23,BSc,Operating Department Practice,H,Home,11/12/2020,2021
202040064,UGMIDWXFU01,B720,2022/23,BSc,Midwifery,H,Home,04/12/2021,2022
202040090,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,28/10/2020,2021
202040091,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,29/11/2021,2022
202040095,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,04/11/2020,2021
202040097,UGMIDWXFU01,B720,2022/23,BSc,Midwifery,H,Home,21/10/2021,2022
202040109,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,14/11/2021,2022
202040147,UGNURMXFU01,B760,2022/23,BSc,Nursing (Mental Health),H,Home,27/01/2022,2022
202040147,UGSOCWXFU01,L500,2022/23,BA,Social Work,H,Home,27/01/2022,2022
202040147,UGNURLXFU01,B761,2022/23,BSc,Nursing (Learning Disability),H,Home,27/01/2022,2022
202040150,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,23/11/2020,2021
202040155,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,21/10/2021,2022
202040202,UGPSYCXFU01,C800,2022/23,BSc,Psychology,H,Home,13/09/2021,2021
202040270,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,18/01/2022,2022
202040270,UGODPRXFU01,B990,2022/23,BSc,Operating Department Practice,H,Home,18/01/2022,2022
202040444,UGNURMXFU01,B760,2022/23,BSc,Nursing (Mental Health),H,Home,11/11/2020,2021
202040445,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,18/01/2021,2021
202040483,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,21/10/2021,2022
202040483,UGMIDWXFU01,B720,2022/23,BSc,Midwifery,H,Home,21/10/2021,2022
202041206,UGMIDWXFU01,B720,2022/23,BSc,Midwifery,H,Home,22/11/2021,2022
202041208,UGNURCXFU01,B730,2022/23,BSc,Nursing (Child),Q,Query,18/01/2022,2022
202041208,UGNURMXFU01,B760,2022/23,BSc,Nursing (Mental Health),Q,Query,18/01/2022,2022
202041208,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),Q,Query,18/01/2022,2022
202041208,UGNURLXFU01,B761,2022/23,BSc,Nursing (Learning Disability),Q,Query,18/01/2022,2022
202041232,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,21/10/2021,2022
202041235,UGNURCXFU01,B730,2022/23,BSc,Nursing (Child),H,Home,22/11/2021,2022
202041236,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,27/01/2022,2022
202041236,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,27/01/2022,2022
202041237,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,18/01/2022,2022
202041238,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,22/11/2021,2022
202041239,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,27/01/2022,2022
202041240,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,27/10/2021,2022
202041244,UGNURCXFU01,B730,2022/23,BSc,Nursing (Child),H,Home,13/12/2021,2022
202041244,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,13/12/2021,2022
202041244,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,11/02/2022,2022
202041246,UGODPRXFU01,B990,2022/23,BSc,Operating Department Practice,H,Home,10/12/2021,2022
202041259,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,08/01/2022,2022
202041266,UGSOCWXFU01,L500,2022/23,BA,Social Work,H,Home,10/01/2022,2022
202041266,UGNURMXFU01,B760,2022/23,BSc,Nursing (Mental Health),H,Home,17/03/2022,2022
202041268,UGSOCWXFU01,L500,2022/23,BA,Social Work,H,Home,06/01/2022,2022
202041278,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,21/10/2021,2022
202041279,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,28/01/2022,2022
202041280,UGMIDWXFU01,B720,2022/23,BSc,Midwifery,H,Home,01/12/2021,2022
202041280,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,15/12/2021,2022
202041282,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,03/11/2021,2022
202041285,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,28/10/2021,2022
202041285,UGMIDWXFU01,B720,2022/23,BSc,Midwifery,H,Home,17/11/2021,2022
202041285,UGMIDWXFU01,B720,2022/23,BSc,Midwifery,H,Home,18/01/2022,2022
202041288,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,12/01/2022,2022
202041289,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,05/11/2021,2022
202041293,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,22/12/2021,2022
202041294,UGMIDWXFU01,B720,2022/23,BSc,Midwifery,H,Home,24/11/2021,2022
202041308,UGMIDWXFU01,B720,2022/23,BSc,Midwifery,H,Home,04/11/2021,2022
202041314,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,27/01/2022,2022
202041315,UGNURCXFU01,B730,2022/23,BSc,Nursing (Child),H,Home,10/01/2022,2022
202041317,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,26/11/2021,2022
202041318,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,27/01/2022,2022
202041352,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,14/11/2021,2022
202041354,UGSOCWXFU01,L500,2022/23,BA,Social Work,Q,Query,10/01/2022,2022
202041393,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,06/12/2021,2022
202041406,UGMIDWXFU01,B720,2022/23,BSc,Midwifery,H,Home,27/01/2022,2022
202041406,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,07/05/2022,2022
202041506,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,27/01/2022,2022
202041509,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,26/11/2021,2022
202041512,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,18/01/2022,2022
202041538,UGPSYCXFU01,C800,2022/23,BSc,Psychology,H,Home,06/04/2021,2021
202041538,UGPSYCXFU01,C800,2022/23,BSc,Psychology,H,Home,18/01/2022,2022
202041615,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,27/01/2022,2022
202041615,UGNURMXFU01,B760,2022/23,BSc,Nursing (Mental Health),H,Home,27/01/2022,2022
202041616,UGFOSCXFU01,F410,2022/23,BSc,Forensic Science,H,Home,27/01/2022,2022
202041616,UGCRFSXFU01,M9F4,2022/23,BA,Criminology with Forensic Science,H,Home,27/01/2022,2022
202041616,UGFOSCFFU01,F411,2022/23,BSc,Forensic Science,H,Home,27/01/2022,2022
202041617,UGNURMXFU01,B760,2022/23,BSc,Nursing (Mental Health),H,Home,27/10/2021,2022
202041624,UGMIDWXFU01,B720,2022/23,BSc,Midwifery,H,Home,24/11/2021,2022
202041625,UGNURMXFU01,B760,2022/23,BSc,Nursing (Mental Health),H,Home,27/01/2022,2022
202041626,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,13/12/2021,2022
202041627,UGNURMXFU01,B760,2022/23,BSc,Nursing (Mental Health),H,Home,17/11/2021,2022
202041667,UGNURMXFU01,B760,2022/23,BSc,Nursing (Mental Health),H,Home,12/01/2022,2022
202041866,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,24/02/2022,2022
202100023,UGBSGEXFU01,F800,2022/23,BSc,Geography,Q,Query,14/10/2020,2021
202100026,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,14/10/2020,2021
202100053,UGMBBSFFU01,A101,2022/23,MB BS,Medicine,H,Home,15/03/2021,2021
202100066,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,Q,Query,21/10/2021,2022
202100067,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,Q,Query,21/10/2021,2022
202100077,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,H,Home,21/10/2021,2022
202100096,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,H,Home,21/10/2021,2022
202100100,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,14/10/2020,2021
202100102,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,H,Home,21/10/2021,2022
202100112,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,Q,Query,21/10/2021,2022
202100138,UGMBBSFFU01,A101,2022/23,MB BS,Medicine,Q,Query,21/10/2021,2022
202100148,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,H,Home,21/10/2021,2022
202100170,UGCOMSXFU01,G400,2022/23,BSc,Computer Science,H,Home,27/01/2022,2022
202100175,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,Q,Query,21/10/2021,2022
202100185,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,H,Home,21/10/2021,2022
202100191,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,H,Home,21/10/2021,2022
202100193,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,Q,Query,21/10/2021,2022
202100233,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,H,Home,21/10/2021,2022
202100236,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,H,Home,15/03/2021,2021
202100267,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,Q,Query,21/10/2021,2022
202100270,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,H,Home,21/10/2021,2022
202100340,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,Q,Query,15/03/2021,2021
202100340,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,Q,Query,21/10/2021,2022
202100366,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,H,Home,15/03/2021,2021
202100367,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,Q,Query,21/10/2021,2022
202100372,UGPHPEXFU01,L0V0,2022/23,BA,"Philosophy, Politics and Economics",H,Home,14/10/2020,2021
202100375,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,H,Home,21/10/2021,2022
202100387,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,H,Home,21/10/2021,2022
202100397,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,H,Home,15/03/2021,2021
202100404,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,H,Home,21/10/2021,2022
202100470,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,H,Home,15/03/2021,2021
202100477,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,H,Home,21/10/2021,2022
202100489,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,Q,Query,15/03/2021,2021
202100529,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,H,Home,21/10/2021,2022
202100532,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,H,Home,15/03/2021,2021
202100557,UGMBBSFFU01,A101,2022/23,MB BS,Medicine,Q,Query,21/10/2021,2022
202100567,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,H,Home,21/10/2021,2022
202100570,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,H,Home,21/10/2021,2022
202100605,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,H,Home,15/03/2021,2021
202100632,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,H,Home,21/10/2021,2022
202100638,UGMIDWXFU01,B720,2022/23,BSc,Midwifery,H,Home,14/10/2020,2021
202100642,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,06/01/2022,2022
202100650,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,H,Home,15/03/2021,2021
202100651,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,H,Home,21/10/2021,2022
202100673,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,O,Overseas,15/03/2021,2021
202100714,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,H,Home,21/10/2021,2022
202100731,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,H,Home,15/03/2021,2021
202100739,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,H,Home,21/10/2021,2022
202100757,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,H,Home,21/10/2021,2022
202100771,UGMBBSXFU01,A100,2022/23,MB BS,Medicine,Q,Query,21/10/2021,2022
